step,wallclock_time,tokens_processed,lr,train_loss,val_loss,val_perplexity
40,2.1451217364519835,655360,0.002,3.9376633167266846,,
80,4.248847054317594,1310720,0.004,3.29428768157959,,
120,6.352496445178986,1966080,0.006,3.0394468307495117,,
160,8.45512056723237,2621440,0.008,2.871711254119873,,
200,10.556383335962892,3276800,0.010000000000000002,2.8052988052368164,,
240,12.65835459716618,3932160,0.009999909370328079,2.9271368980407715,,
280,14.759187586605549,4587520,0.009999637484962867,2.9220030307769775,,
320,16.86301169358194,5242880,0.009999184354855868,2.911404609680176,,
360,18.965456364676356,5898240,0.009998549998259092,2.8850021362304688,,
400,21.064389953389764,6553600,0.009997734440724333,2.8447046279907227,,
400,21.214502604678273,6553600,0.009997734440724333,,2.8363998174667358,17.054256445430955
440,23.31416968256235,7208960,0.009996737715102132,2.841221332550049,,
480,25.41666279733181,7864320,0.009995559861540448,2.881270170211792,,
520,27.515334272757173,8519680,0.009994200927483054,2.8425683975219727,,
560,29.61408972926438,9175040,0.00999266096766761,2.7916128635406494,,
600,31.719320964068174,9830400,0.00999094004412348,2.7628118991851807,,
640,33.81762669980526,10485760,0.00998903822616921,2.684741735458374,,
680,35.9163956604898,11141120,0.009986955590409751,2.6665260791778564,,
720,38.01295773498714,11796480,0.009984692220733365,2.7070579528808594,,
760,40.109393533319235,12451840,0.009982248208308255,2.761087417602539,,
800,42.20463138818741,13107200,0.009979623651578881,2.7221591472625732,,
800,42.35348189622164,13107200,0.009979623651578881,,2.629991865158081,13.873657041663986
840,44.45360400900245,13762560,0.009976818656262012,2.5951738357543945,,
880,46.54706804640591,14417920,0.009973833335342446,2.519599199295044,,
920,48.64173274114728,15073280,0.009970667809068478,2.5886945724487305,,
960,50.73455183207989,15728640,0.00996732220494704,2.6234636306762695,,
1000,52.83236454986036,16384000,0.00996379665773858,2.6355032920837402,,
1040,54.9250737093389,17039360,0.009960091309451625,2.6175336837768555,,
1080,57.01716296002269,17694720,0.009956206309337069,2.462144374847412,,
1120,59.10990298911929,18350080,0.009952141813882143,2.6296401023864746,,
1160,61.202616296708584,19005440,0.009947897986804132,2.524385929107666,,
1200,63.295644169673324,19660800,0.009943474999043776,2.492706775665283,,
1200,63.44430262595415,19660800,0.009943474999043776,,2.4850398540496825,12.001598557605165
1240,65.5422044210136,20316160,0.009938873028758375,2.5489001274108887,,
1280,67.64001855999231,20971520,0.009934092261314618,2.4879419803619385,,
1320,69.73821869306266,21626880,0.009929132889281128,2.4487595558166504,,
1360,71.83298606798053,22282240,0.009923995112420682,2.477912425994873,,
1400,73.92605082690716,22937600,0.009918679137682181,2.425816774368286,,
1440,76.0191920120269,23592960,0.009913185179192315,2.4253439903259277,,
1480,78.11259146407247,24248320,0.009907513458246933,2.3514046669006348,,
1520,80.20603622496128,24903680,0.009901664203302126,2.4978725910186768,,
1560,82.30187170021236,25559040,0.009895637649965029,2.367433547973633,,
1600,84.39552525989711,26214400,0.009889434040984333,2.356210470199585,,
1600,84.54439914412796,26214400,0.009889434040984333,,2.3548707246780394,10.536766629747401
1640,86.63885139301419,26869760,0.009883053626240503,2.372227668762207,,
1680,88.73389950953424,27525120,0.009876496662735712,2.359070301055908,,
1720,90.82771358452737,28180480,0.009869763414583496,2.362639904022217,,
1760,92.92168696969748,28835840,0.009862854152998111,2.273383855819702,,
1800,95.01601353660226,29491200,0.009855769156283604,2.327744483947754,,
1840,97.11352617293596,30146560,0.00984850870982261,2.239387035369873,,
1880,99.21006571315229,30801920,0.009841073106064854,2.1845812797546387,,
1920,101.31053311564028,31457280,0.009833462644515366,2.1527066230773926,,
1960,103.40650342404842,32112640,0.009825677631722436,2.2050247192382812,,
2000,105.50391843169928,32768000,0.009817718381265241,2.155202627182007,,
2000,105.65315741673112,32768000,0.009817718381265241,,2.1742905378341675,8.79594251957379
2040,107.75064670108259,33423360,0.009809585213741225,2.217825412750244,,
2080,109.85123880021274,34078720,0.009801278456753194,2.1536130905151367,,
2120,111.94918318651617,34734080,0.009792798444896108,2.164830207824707,,
2160,114.04604407213628,35389440,0.009784145519743607,2.131304979324341,,
2200,116.1423768978566,36044800,0.009775320029834254,2.1785647869110107,,
2240,118.23755519650877,36700160,0.009766322330657499,2.1061975955963135,,
2280,120.33366102911532,37355520,0.009757152784639348,2.146665096282959,,
2320,122.42935596033931,38010880,0.009747811761127781,2.0176336765289307,,
2360,124.52574765495956,38666240,0.009738299636377862,2.1360201835632324,,
2400,126.62374708428979,39321600,0.00972861679353659,1.9953224658966064,,
2400,126.7730816565454,39321600,0.00972861679353659,,2.072227692604065,7.94249686622792
2440,128.87006326578557,39976960,0.009718763622627458,2.0346453189849854,,
2480,130.96973337233067,40632320,0.009708740520534762,1.9999327659606934,,
2520,133.06766697578132,41287680,0.009698547890987584,2.010087728500366,,
2560,135.16363718174398,41943040,0.009688186144543559,2.0268890857696533,,
2600,137.25959114916623,42598400,0.009677655698572329,1.9468573331832886,,
2640,139.35583620332181,43253760,0.009666956977238711,2.003169536590576,,
2680,141.4518911037594,43909120,0.00965609041148565,2.027554988861084,,
2720,143.54911693558097,44564480,0.009645056439016825,2.0052812099456787,,
2760,145.6470472086221,45219840,0.009633855504279042,2.035823345184326,,
