step,wallclock_time,tokens_processed,lr,train_loss,val_loss,val_perplexity
10,2.030189959332347,655360,0.002,5.312956809997559,,
20,4.047716964036226,1310720,0.004,4.5193939208984375,,
30,6.0562226343899965,1966080,0.006,4.044648170471191,,
40,8.064247075468302,2621440,0.008,3.8493523597717285,,
50,10.072353480383754,3276800,0.010000000000000002,3.6638731956481934,,
60,12.07662170380354,3932160,0.009999909370328079,3.3982152938842773,,
70,14.082036271691322,4587520,0.009999637484962867,3.2678279876708984,,
80,16.08591166511178,5242880,0.009999184354855868,3.157102108001709,,
90,18.088409887626767,5898240,0.009998549998259092,3.046931743621826,,
100,20.09105365164578,6553600,0.009997734440724333,2.9730517864227295,,
100,20.695382291451097,6553600,0.009997734440724333,,2.946327042579651,19.03590709161723
110,22.698080856353045,7208960,0.009996737715102132,2.905043125152588,,
120,24.70023088157177,7864320,0.009995559861540448,2.8373358249664307,,
130,26.70509884133935,8519680,0.009994200927483054,2.729842185974121,,
140,28.709430227056146,9175040,0.00999266096766761,2.7420401573181152,,
150,30.711152117699385,9830400,0.00999094004412348,2.697445869445801,,
160,32.7124311439693,10485760,0.00998903822616921,2.70188570022583,,
170,34.71308634802699,11141120,0.009986955590409751,2.629110336303711,,
180,36.712852254509926,11796480,0.009984692220733365,2.6182937622070312,,
190,38.71412186138332,12451840,0.009982248208308255,2.62955904006958,,
200,40.71666123904288,13107200,0.009979623651578881,2.573549509048462,,
200,41.319621820002794,13107200,0.009979623651578881,,2.5929403781890867,13.369023852832004
210,43.318989496678114,13762560,0.009976818656262012,2.544978380203247,,
220,45.31937944330275,14417920,0.009973833335342446,2.579763889312744,,
230,47.31853879056871,15073280,0.009970667809068478,2.598198413848877,,
240,49.31802183203399,15728640,0.00996732220494704,2.456390857696533,,
250,51.317056473344564,16384000,0.00996379665773858,2.5530076026916504,,
260,53.318611366674304,17039360,0.009960091309451625,2.5406246185302734,,
270,55.31830001808703,17694720,0.009956206309337069,2.508354663848877,,
280,57.31750158779323,18350080,0.009952141813882143,2.482133388519287,,
290,59.31549059599638,19005440,0.009947897986804132,2.4889893531799316,,
300,61.31411772221327,19660800,0.009943474999043776,2.496744155883789,,
300,61.917614843696356,19660800,0.009943474999043776,,2.4847713708877563,11.998376762994406
310,63.91637215577066,20316160,0.009938873028758375,2.496218204498291,,
320,65.91454265639186,20971520,0.009934092261314618,2.509005069732666,,
330,67.9125597551465,21626880,0.009929132889281128,2.504626750946045,,
340,69.91155437938869,22282240,0.009923995112420682,2.5019330978393555,,
350,71.90995325148106,22937600,0.009918679137682181,2.475222110748291,,
360,73.90905557014048,23592960,0.009913185179192315,2.4481678009033203,,
370,75.9076989274472,24248320,0.009907513458246933,2.466667890548706,,
380,77.9063318669796,24903680,0.009901664203302126,2.434309959411621,,
390,79.90483879297972,25559040,0.009895637649965029,2.4121503829956055,,
