step,wallclock_time,tokens_processed,lr,train_loss,val_loss,val_perplexity
10,2.043579025194049,655360,5.9999999999999995e-05,8.943668365478516,,
20,4.070900516584516,1310720,0.00011999999999999999,8.050150871276855,,
30,6.0966991651803255,1966080,0.00017999999999999998,7.074990272521973,,
40,8.121647085994482,2621440,0.00023999999999999998,6.02273416519165,,
50,10.14471546933055,3276800,0.0002999999999999999,5.188302993774414,,
60,12.15952274017036,3932160,0.0002999972811098423,4.609591007232666,,
70,14.172007923945785,4587520,0.0002999891245488859,4.217670917510986,,
80,16.185140136629343,5242880,0.0002999755306456759,3.976263999938965,,
90,18.19700608216226,5898240,0.00029995649994777273,3.783107042312622,,
100,20.20691703632474,6553600,0.00029993203322173,3.619457244873047,,
100,20.814314499497414,6553600,0.00029993203322173,,3.6287007331848145,37.66384942365709
110,22.82481024414301,7208960,0.00029990213145306393,3.543574094772339,,
120,24.835273325443268,7864320,0.00029986679584621334,3.413815498352051,,
130,26.84502420388162,8519680,0.0002998260278244915,3.3273205757141113,,
140,28.854656828567386,9175040,0.00029977982903002824,3.253728151321411,,
150,30.86502162925899,9830400,0.0002997282013237043,3.113161325454712,,
160,32.8741330485791,10485760,0.0002996711467850762,3.1204118728637695,,
170,34.88270607404411,11141120,0.0002996086677122924,3.031712770462036,,
180,36.893612556159496,11796480,0.00029954076662200085,2.961608409881592,,
190,38.90244482830167,12451840,0.0002994674462492475,2.9247355461120605,,
200,40.917554188519716,13107200,0.0002993887095473663,2.891392469406128,,
200,41.52487424015999,13107200,0.0002993887095473663,,2.8746917486190795,17.71996107703755
210,43.532837146893144,13762560,0.0002993045596878603,2.8263039588928223,,
220,45.540178436785936,14417920,0.0002992150000602733,2.7955822944641113,,
230,47.54927116073668,15073280,0.0002991200342720542,2.7720184326171875,,
240,49.556995924562216,15728640,0.00029901966614841115,2.7704830169677734,,
250,51.56545534916222,16384000,0.0002989138997321573,2.7176570892333984,,
260,53.57334105670452,17039360,0.0002988027392835487,2.6677985191345215,,
270,55.58178539201617,17694720,0.0002986861892801119,2.700990676879883,,
280,57.59162190370262,18350080,0.0002985642544164642,2.5775327682495117,,
290,59.59963829256594,19005440,0.0002984369396041239,2.6313014030456543,,
300,61.60783199220896,19660800,0.0002983042499713132,2.5881009101867676,,
300,62.2141801007092,19660800,0.0002983042499713132,,2.5862677574157713,13.280114386012805
310,64.22223659977317,20316160,0.00029816619086275116,2.595167875289917,,
320,66.22154190950096,20971520,0.0002980227678394385,2.5500144958496094,,
330,68.2233173865825,21626880,0.00029787398667843377,2.5285396575927734,,
340,70.23123118840158,22282240,0.0002977198533726203,2.5522310733795166,,
350,72.23900373280048,22937600,0.0002975603741304653,2.54603910446167,,
360,74.2483223080635,23592960,0.00029739555537576946,2.502849578857422,,
370,76.25804383121431,24248320,0.00029722540374740793,2.48726749420166,,
380,78.26696875691414,24903680,0.0002970499260990637,2.4950084686279297,,
390,80.27483392879367,25559040,0.0002968691294989508,2.5033817291259766,,
400,82.2832479532808,26214400,0.0002966830212295299,2.4121313095092773,,
400,82.89043208025396,26214400,0.0002966830212295299,,2.449977087974548,11.588081209770104
410,84.89970423094928,26869760,0.00029649160878721494,2.4444706439971924,,
420,86.91080617532134,27525120,0.0002962948998820713,2.423374652862549,,
430,88.92297297343612,28180480,0.0002960929024375048,2.373469114303589,,
440,90.93509074486792,28835840,0.0002958856245899432,2.403942584991455,,
450,92.94587497971952,29491200,0.0002956730746885081,2.426980972290039,,
460,94.95478793606162,30146560,0.0002954552612946782,2.330580472946167,,
470,96.96502617001534,30801920,0.00029523219318194547,2.37801456451416,,
480,98.97352674417198,31457280,0.00029500387933546095,2.318401336669922,,
490,100.98550658486784,32112640,0.00029477032895167295,2.358853578567505,,
500,102.99812681041658,32768000,0.00029453155143795715,2.2987899780273438,,
500,103.60499771125615,32768000,0.00029453155143795715,,2.3201154470443726,10.176849125409873
510,105.61325262114406,33423360,0.00029428755641223666,2.33317232131958,,
520,107.62104007974267,34078720,0.0002940383537025957,2.2778992652893066,,
530,109.62938327714801,34734080,0.00029378395334688314,2.301077365875244,,
540,111.63635836914182,35389440,0.00029352436559230814,2.28304123878479,,
550,113.6440952681005,36044800,0.00029325960089502756,2.2677416801452637,,
560,115.65207469649613,36700160,0.00029298966991972485,2.269652843475342,,
570,117.65950708836317,37355520,0.0002927145835391803,2.229069709777832,,
580,119.66799073852599,38010880,0.0002924343528338334,2.2175796031951904,,
590,121.67567782104015,38666240,0.00029214898909133585,2.255558967590332,,
600,123.68299629166722,39321600,0.0002918585038060976,2.2162957191467285,,
600,124.28970517031848,39321600,0.0002918585038060976,,2.2368723154067993,9.363997806746713
610,126.29828528501093,39976960,0.0002915629086788237,2.203075408935547,,
620,128.30596540495753,40632320,0.00029126221561604274,2.221946954727173,,
630,130.31374244578183,41287680,0.0002909564367296274,2.144745111465454,,
640,132.32224045693874,41943040,0.00029064558433630674,2.1698050498962402,,
650,134.33016985841095,42598400,0.0002903296709571698,2.209798812866211,,
660,136.3373668771237,43253760,0.00029000870931716123,2.1509644985198975,,
670,138.3462227769196,43909120,0.0002896827123445695,2.192949056625366,,
680,140.3535762000829,44564480,0.0002893516931705047,2.206939220428467,,
690,142.36180000938475,45219840,0.0002890156651283712,2.142859935760498,,
700,144.36960568465292,45875200,0.00028867464175332935,2.1361947059631348,,
700,144.97629244439304,45875200,0.00028867464175332935,,2.1322460889816286,8.433788593114945
710,146.9843407329172,46530560,0.00028832863678175105,2.1182708740234375,,
720,148.99351942911744,47185920,0.00028797766415066613,2.1733946800231934,,
730,151.00148144550622,47841280,0.00028762173799720095,2.1073057651519775,,
740,153.00917114317417,48496640,0.0002872608726580091,2.0941741466522217,,
750,155.0174207240343,49152000,0.00028689508266869384,2.121809244155884,,
760,157.0254980120808,49807360,0.0002865243827632225,2.0892558097839355,,
770,159.0327992066741,50462720,0.00028614878787333337,2.070399284362793,,
780,161.04070967435837,51118080,0.0002857683131279337,2.1024787425994873,,
790,163.04861624725163,51773440,0.0002853829738524909,2.069444417953491,,
800,165.0560689456761,52428800,0.00028499278556841465,2.0991241931915283,,
800,165.66350080817938,52428800,0.00028499278556841465,,2.0848215103149412,8.043155733234652
810,167.67291988059878,53084160,0.0002845977639924322,2.082812547683716,,
820,169.68051628023386,53739520,0.0002841979250359551,2.054039478302002,,
830,171.68886278010905,54394880,0.00028379328480443813,2.0751357078552246,,
840,173.69728278368711,55050240,0.0002833838595967308,2.0663273334503174,,
850,175.70574574545026,55705600,0.0002829696659044209,2.0490970611572266,,
