step,wallclock_time,tokens_processed,lr,train_loss,val_loss,val_perplexity
20,2.104780687019229,655360,0.0002,7.4843549728393555,,
40,4.1953515857458115,1310720,0.0004,5.154679298400879,,
60,6.263781934976578,1966080,0.0006,4.094143390655518,,
80,8.32995050214231,2621440,0.0008,3.5206029415130615,,
100,10.395519370213151,3276800,0.001,3.3041768074035645,,
120,12.459665950387716,3932160,0.0009999909370328078,2.9901928901672363,,
140,14.524150481447577,4587520,0.0009999637484962866,2.8527517318725586,,
160,16.58813413232565,5242880,0.0009999184354855866,2.754253387451172,,
180,18.651757573708892,5898240,0.000999854999825909,2.6356945037841797,,
200,20.715044571086764,6553600,0.0009997734440724334,2.5258822441101074,,
200,21.020028004422784,6553600,0.0009997734440724334,,2.582071852684021,13.224509030190676
220,23.081928649917245,7208960,0.000999673771510213,2.539355993270874,,
240,25.144748559221625,7864320,0.0009995559861540448,2.449040651321411,,
260,27.210069961845875,8519680,0.0009994200927483051,2.375352382659912,,
280,29.278516126796603,9175040,0.000999266096766761,2.3763206005096436,,
300,31.341943729668856,9830400,0.000999094004412348,2.3130574226379395,,
320,33.409801822155714,10485760,0.0009989038226169207,2.260951042175293,,
340,35.47692674212158,11141120,0.0009986955590409747,2.273730754852295,,
360,37.53667518682778,11796480,0.0009984692220733362,2.1976354122161865,,
380,39.597967591136694,12451840,0.0009982248208308252,2.174896717071533,,
400,41.66007381118834,13107200,0.0009979623651578881,2.1704912185668945,,
400,41.96322572231293,13107200,0.0009979623651578881,,2.167952871322632,8.740373045627388
420,44.023656859993935,13762560,0.0009976818656262012,2.1522397994995117,,
440,46.08361408114433,14417920,0.0009973833335342446,2.1383657455444336,,
460,48.14355209283531,15073280,0.0009970667809068474,2.081632137298584,,
480,50.203860871493816,15728640,0.0009967322204947038,2.0674915313720703,,
500,52.26309432275593,16384000,0.0009963796657738578,2.0638322830200195,,
520,54.3217286337167,17039360,0.0009960091309451624,2.0330657958984375,,
